,project,product,groupid,pushid,graph_date,origin,totalcost,tier23_cost,taskcount,tier23_taskcount
126,autoland,firefox,KjkppWg2TT-OTF04y5-6fg,72202,1541146382,push,13.53,2.73,296,36
127,autoland,firefox,H11sZqyNQ3GOtC4NS6FyWA,72203,1541146609,push,14.33,3.41,328,71
128,autoland,firefox,EPdNlFbdRrmCxPt2mIlKOg,72204,1541147085,push,18.19,3.54,333,73
129,autoland,firefox,anJJgziCT2WU4_-OHkaL_Q,72205,1541147479,push,56.86,4.48,1947,154
130,autoland,firefox,Rtdgh3apR16j-91RNDQkqg,72206,1541148350,push,17.23,2.75,298,38
131,autoland,firefox,R2CSJIOyQs28SK4DkL1w7A,72207,1541148973,push,27.12,3.25,598,73
132,autoland,firefox,fFfODVMDQZyhC1grc18Gaw,72208,1541149293,push,13.8,2.68,284,36
133,autoland,firefox,CYX1z2tVSYeKFfPM6xb2NA,72209,1541149518,push,14.18,3.15,313,71
134,autoland,firefox,evV8SAuRTZO_Qm5eISEQrA,72210,1541150144,push,71.89,4.42,2170,121
135,autoland,firefox,fUsvBbs_Tgm-z-GZtoj8IA,72211,1541155229,push,57.44,4.14,1863,119
136,autoland,firefox,QjvGvyhCSIGhyy7y7Wl2yA,72212,1541155845,push,14.37,3.26,283,71
137,autoland,firefox,S7cyaBIUSpCeoD2dkP7zQg,72213,1541156146,push,15.33,3.29,323,71
138,autoland,firefox,Gwl_L9oLRz6pHEQQmxDfpQ,72214,1541156626,push,15.25,3.44,285,71
139,autoland,firefox,Hcr3N0BbSde4z2oqTcZAlQ,72215,1541157753,push,70.33,4.11,2128,121
140,autoland,firefox,IP7Cv7q3RsKcO1IdABPo_g,72216,1541157847,push,18.27,1.95,513,38
141,autoland,firefox,WZqTpjtsQHqkOdVgfJ0GDg,72217,1541158290,push,26.73,2.72,513,38
142,autoland,firefox,XQEATv60Q1S7BCAugvYcmw,72218,1541159628,push,13.98,3.1,283,71
143,autoland,firefox,N_8APGlEQZK8d2jJroi2aA,72219,1541164448,push,58.67,4.66,1904,154
144,autoland,firefox,XXHtQT51SRSALnMt1EpcPQ,72220,1541164574,push,58.95,3.91,1864,120
145,autoland,firefox,InRqEBcETyqd6uqwj-avzw,72221,1541168495,push,55.67,3.73,1864,120
146,autoland,firefox,CWK0ksltSQCcrbhGnJk3mw,72222,1541169418,push,2.46,0.06,40,9
147,autoland,firefox,d-G1_esvQiO3DN8EUIjT2g,72223,1541169594,push,14.46,3.13,283,71
148,autoland,firefox,A4v2MIH0R124OaQ13wSUww,72224,1541171746,push,14.24,3.18,284,71
149,autoland,firefox,afsgdSU9SmCN0S28qw59xw,72225,1541173142,push,56.71,4.29,1900,154
150,autoland,firefox,JEE_od53T7ux47faZKGIHg,72226,1541173284,push,13.46,2.67,249,36
151,autoland,firefox,OGre-oJpTnGn9P0NIFRjfQ,72227,1541174352,push,18.72,3.57,307,75
152,autoland,firefox,H-37YbbSTJSIMAEO4ZGTJA,72228,1541175053,push,14.92,3.06,249,36
153,autoland,firefox,Sys7AAurQAmK4L8pD6CBzg,72229,1541175086,push,15.46,3.57,286,71
154,autoland,firefox,KIreXq3OQ4SKyc2nBeLrww,72230,1541175442,push,73.11,4.22,2141,121
155,autoland,firefox,LMh3QLtURmGGtS0H30McPQ,72231,1541175612,push,4.89,1.6,248,36
156,autoland,firefox,U1rZEhApSZmgI6_MsC-aow,72232,1541176946,push,13.88,2.77,248,36
157,autoland,firefox,dJ-TP4WLRZi8pyd8TiZtHQ,72233,1541177156,push,15.03,3.28,283,71
158,autoland,firefox,LzRtVnNmQtqpNu1SdcbQAA,72234,1541177317,push,29.09,3.89,552,73
159,autoland,firefox,F9PJexrAT8ym9kObmm9xaw,72235,1541178078,push,58.21,4.73,1898,154
160,autoland,firefox,XjjMW_quRgyw39reZLPTLA,72236,1541178920,push,18.94,3.61,306,75
161,autoland,firefox,a5ka53cZTNqXVw6JGauouQ,72237,1541179040,push,6.45,0.27,86,12
162,autoland,firefox,FB6rpMjCQ9So0gRzFnP2nQ,72238,1541179102,push,14.19,2.75,248,36
163,autoland,firefox,b52Tr_GbRc-wgbXj8zMpKw,72239,1541179139,push,14.93,3.27,283,71
164,autoland,firefox,B3TRjTDvQDixt8w0vieriw,72240,1541179535,push,59.65,4.73,1900,154
165,autoland,firefox,PoQjxPzfSeSxKBVhfufAuw,72241,1541181164,push,65.24,2.14,2149,148
166,autoland,firefox,Sw56zKfrS6eQSSwQw8igCA,72242,1541183082,push,14.49,2.83,248,36
167,autoland,firefox,CvQ8Zw3GTEqbf-P-aIZx9A,72244,1541184503,push,13.7,2.78,248,36
168,autoland,firefox,D4SiLBqsT_mAJhrCyH35Kg,72245,1541185389,push,57.53,3.89,1872,119
169,autoland,firefox,BB7Mgx2vTXiwAIaIDCKjCQ,72246,1541186020,push,14.79,3.33,305,71
170,autoland,firefox,SB-OQWYUScSaP-Yxd2W5rg,72247,1541186216,push,14.86,3.33,284,71
171,autoland,firefox,F1l8ZLTLRZ6AXwncA42Vig,72248,1541186477,push,14.45,3.21,283,71
172,autoland,firefox,MG27dH4DTr66wryQALa9Xw,72249,1541187406,push,13.94,2.68,246,36
173,autoland,firefox,P-dnnsR0SY6I3a7HuqejHQ,72250,1541189507,push,56.02,4.66,1908,154
174,autoland,firefox,Ti9ffBiaT9iHEM_b7iSWWA,72251,1541189800,push,14.45,3.21,286,71
175,autoland,firefox,Tgug-WgTR8quohw9DG7qTQ,72252,1541190977,push,15.5,3.15,249,36
176,autoland,firefox,W7H2p51sQN-Mp5LU904XHw,72253,1541192031,push,15.6,3.97,284,71
177,autoland,firefox,br8JwVLxTJiz5pa1wAwPKQ,72254,1541192996,push,14.79,3.21,284,71
178,autoland,firefox,LLByCuULTxG-hEwLvueqkg,72255,1541193182,push,71.7,4.05,2137,121
179,autoland,firefox,YgQZvp_lRuOkMGYk10Tn-w,72256,1541193217,push,27.26,2.89,513,38
180,autoland,firefox,QFe-7x1vQ72GgKY2I3M9qQ,72257,1541193553,push,16.05,3.17,260,36
181,autoland,firefox,FiX_1y2uTV-KpTVSWX0aAA,72258,1541194451,push,14.71,3.35,284,71
182,autoland,firefox,G1WB3obkRJSm-zWMVjQl8A,72259,1541194610,push,17.79,2.88,267,38
183,autoland,firefox,PKwXT7piRiug0VsIp-zh3w,72260,1541194693,push,56.11,4.41,1863,119
184,autoland,firefox,CI7tfBp4ReSgMTrvW_VBdQ,72261,1541195164,push,14.55,2.93,249,36
185,autoland,firefox,E_D1G_7jSv2SSjsTjPSBRg,72262,1541196122,push,14.46,3.0,248,36
186,autoland,firefox,X0wQ3HkGRo2qPZrz5GhJoQ,72263,1541197418,push,25.25,3.37,550,73
187,autoland,firefox,GHHRPtaqS-u4BW4Ltzf9OA,72264,1541199777,push,27.16,3.27,550,73
188,autoland,firefox,IiWLno2aS-a_X1WN6QLNOA,72265,1541202077,push,56.61,4.18,1863,119
